"국가별","시점",국내총생산(GDP)(당해년 가격) (10억US$),1인당 GDP(당해년 가격) (달러),GDP 성장률 (%),수출 (100만달러),수입 (100만달러),장래인구 (1000명),실업률 (%),소비자물가지수 (2010=100),조강생산량 (1000M/T),인터넷 이용률 (%)
"슬로바키아","2018",105.5,19365,3.7,90678,93434,5453,6.5,112.3,5225,80.4
"슬로바키아","2019",105.1,19273,2.5,88736,89929,5457,5.8,115.3,4200,82.9
"슬로바키아","2020",104.6,19157,-4.8,83272,86476,5460,6.7,117.6,-,89.9
"슬로바키아","2021",-,-,-,-,-,5461,-,-,-,-
"슬로베니아","1990",-,-,-,-,-,2006,-,3.7,-,-
"슬로베니아","1991",-,-,-,-,-,2008,7.1,8.0,-,-
"슬로베니아","1992",-,-,-,6681,6142,2005,-,24.8,-,-
"슬로베니아","1993",-,-,-,6083,6499,2001,8.5,32.6,-,-
"슬로베니아","1994",-,-,-,6828,7304,1995,8.2,39.5,-,-
"슬로베니아","1995",21.4,10730,-,8316,9492,1991,7.2,44.8,394,-
"슬로베니아","1996",21.5,10815,3.2,8312,9423,1989,6.9,49.2,314,-
"슬로베니아","1997",20.8,10455,5.0,8372,9357,1987,6.7,53.3,373,-
"슬로베니아","1998",22.1,11176,3.3,11642,13006,1987,7.4,57.5,405,-
"슬로베니아","1999",22.7,11453,5.3,10585,12485,1988,7.3,61.1,405,-
"슬로베니아","2000",20.3,10201,3.7,9492,10984,1988,6.9,66.5,519,15.1
"슬로베니아","2001",20.9,10480,3.2,10347,11344,1987,5.7,72.1,462,30.2
"슬로베니아","2002",23.5,11777,3.5,10962,11574,1987,5.9,77.5,481,27.8
"슬로베니아","2003",29.6,14849,3.0,11285,12239,1988,6.5,81.8,541,31.9
"슬로베니아","2004",34.4,17233,4.4,12783,14143,1990,6.0,84.7,566,40.8
"슬로베니아","2005",36.2,18099,3.8,14397,15805,1995,6.5,86.8,583,46.8
"슬로베니아","2006",39.5,19673,5.7,17004,18355,2002,6.0,89.0,628,54.0
"슬로베니아","2007",48.0,23788,7.0,19629,21521,2012,4.8,92.2,638,56.7
"슬로베니아","2008",55.6,27483,3.5,20042,23038,2023,4.4,97.4,642,58.0
"슬로베니아","2009",50.4,24694,-7.5,22646,38166,2034,5.9,98.2,430,64.0
"슬로베니아","2010",48.2,23510,1.3,24716,26664,2043,7.2,100.0,606,70.0
"슬로베니아","2011",51.5,25095,0.9,29242,31396,2051,8.2,101.8,648,67.3
"슬로베니아","2012",46.6,22643,-2.6,27080,28392,2058,8.8,104.4,632,68.3
"슬로베니아","2013",48.4,23497,-1.0,28629,29380,2063,10.1,106.3,618,72.7
"슬로베니아","2014",49.9,24215,2.8,30522,30052,2067,9.7,106.5,615,71.6
"슬로베니아","2015",43.1,20882,2.2,26587,25876,2071,9.0,105.9,604,73.1
"슬로베니아","2016",44.7,21664,3.2,27658,26695,2074,8.0,105.9,613,75.5
"슬로베니아","2017",48.5,23455,4.8,31894,31154,2076,6.6,107.4,648,78.9
"슬로베니아","2018",54.1,26103,4.4,36488,36273,2078,5.1,109.3,654,79.7
"슬로베니아","2019",54.2,25941,3.2,37543,37575,2079,4.5,111.1,623,83.1
"슬로베니아","2020",52.9,25180,-5.5,34300,32965,2079,5.0,111.0,-,86.6
"슬로베니아","2021",-,-,-,-,-,2079,-,-,-,-
"스페인","1990",536.6,13805,3.8,55642,87715,39203,16.3,51.9,-,-
"스페인","1991",577.2,14812,2.5,60177,93306,39299,15.9,55.0,-,-
"스페인","1992",630.9,16112,0.9,64334,99758,39411,17.7,58.2,-,-
"스페인","1993",525.1,13340,-1.0,59555,78626,39534,22.2,60.9,-,-
"스페인","1994",530.6,13415,2.4,73299,92509,39660,24.2,63.7,-,-
"스페인","1995",614.6,15472,2.8,91716,115019,39787,22.7,66.7,13802,-
"스페인","1996",642.6,16109,2.7,101994,121782,39909,22.1,69.1,12154,-
"스페인","1997",590.1,14731,3.7,104363,122717,40035,20.7,70.5,13683,-
"스페인","1998",619.2,15394,4.4,109228,133149,40202,18.7,71.7,14827,-
"스페인","1999",634.7,15715,4.5,109968,144441,40454,15.5,73.4,14882,-
"스페인","2000",596.9,14713,5.2,113348,152901,40825,13.8,75.9,15874,13.6
"스페인","2001",627.3,15356,3.9,115177,153636,41319,10.4,78.7,16504,18.1
"스페인","2002",705.4,17026,2.7,123635,163672,41920,11.2,81.1,16408,20.4
"스페인","2003",905.5,21463,3.0,156032,208562,42596,11.3,83.5,16286,39.9
"스페인","2004",1067.1,24861,3.1,182161,257678,43308,11.1,86.1,17621,44.0
"스페인","2005",1153.3,26419,3.7,190843,287436,44019,9.2,89.0,17826,47.9
"스페인","2006",1259.3,28365,4.1,213353,326051,44729,8.5,92.1,18391,50.4
"스페인","2007",1472.1,32550,3.6,248918,385356,45429,8.2,94.7,18999,55.1
"스페인","2008",1625.2,35366,0.9,276962,416373,46069,11.3,98.5,18640,59.6
"스페인","2009",1485.6,32042,-3.8,220452,290327,46584,17.9,98.2,14358,62.4
"스페인","2010",1420.7,30503,0.2,246253,315522,46931,19.9,100.0,16343,65.8
"스페인","2011",1478.8,31636,-0.8,298523,362914,47084,21.4,103.2,15504,67.1
"스페인","2012",1324.8,28324,-3.0,286225,325844,47063,24.8,105.7,13639,69.8
"스페인","2013",1354.8,29060,-1.4,311633,333928,46931,26.1,107.2,14252,71.6
"스페인","2014",1369.4,29462,1.4,323850,359132,46778,24.4,107.0,14249,76.2
"스페인","2015",1195.1,25732,3.8,282330,312583,46672,22.1,106.5,14845,78.7
"스페인","2016",1232.1,26505,3.0,287213,310615,46634,19.6,106.3,13616,80.6
"스페인","2017",1309.3,28101,3.0,319442,351023,46647,17.2,108.4,14441,84.6
"스페인","2018",1421.5,30375,2.4,345315,388721,46693,15.3,110.2,14320,86.1
"스페인","2019",1393.5,29565,2.0,332965,372424,46737,14.1,111.0,13588,90.7
"스페인","2020",1281.2,27057,-10.8,306752,325193,46755,15.5,110.6,-,93.2
"스페인","2021",-,-,-,-,-,46745,-,-,-,-
"스웨덴","1990",261.8,30594,0.8,57507,54835,8567,1.8,68.6,-,-
"스웨덴","1991",274.2,31823,-1.1,55217,49990,8625,3.2,75.1,-,-
"스웨덴","1992",284.3,32801,-1.2,56120,50091,8687,5.7,76.9,-,-
"스웨덴","1993",213.0,24425,-2.1,49857,42912,8747,9.3,80.5,-,-
"스웨덴","1994",229.0,26084,3.9,61344,51951,8798,9.6,82.3,-,-
"스웨덴","1995",267.3,30283,3.9,79801,64741,8836,8.9,84.3,4953,-
"스웨덴","1996",291.7,32999,1.6,84896,66925,8859,9.6,84.7,4910,-
"스웨덴","1997",268.1,30312,3.1,82946,65676,8869,10.4,85.3,5148,-
"스웨덴","1998",270.8,30597,4.3,84969,68590,8871,8.9,85.1,5153,-
"스웨덴","1999",274.1,30941,4.2,85054,68949,8873,7.6,85.5,5066,-
"스웨덴","2000",262.8,29625,4.8,87946,73256,8882,5.5,86.2,5227,45.7
"스웨덴","2001",242.4,27248,1.4,78690,64389,8898,4.7,88.3,5518,51.8
"스웨덴","2002",266.8,29899,2.2,83225,67693,8921,5.0,90.2,5754,70.6
"스웨덴","2003",334.3,37322,2.3,102338,84357,8951,5.6,91.9,5707,79.1
"스웨덴","2004",385.1,42822,4.3,122571,100927,8991,6.7,92.3,5978,83.9
"스웨덴","2005",392.2,43437,2.9,131081,111083,9039,7.5,92.7,5723,84.8
"스웨덴","2006",423.1,46594,4.7,146946,128049,9096,7.1,94.0,5466,87.8
"스웨덴","2007",491.3,53700,3.4,169604,154052,9163,6.2,96.0,5673,82.0
"스웨덴","2008",517.7,56153,-0.5,183770,168333,9236,6.2,99.3,5198,90.0
"스웨덴","2009",436.5,46947,-4.3,130232,119605,9313,8.4,98.9,2804,91.0
"스웨덴","2010",495.8,52869,6.0,157394,149459,9390,8.6,100.0,4846,90.0
"스웨덴","2011",574.1,60756,3.2,188338,176682,9467,7.8,103.0,4867,92.8
"스웨덴","2012",552.5,58038,-0.6,173163,164519,9543,8.0,103.9,4326,93.2
"스웨덴","2013",586.8,61127,1.2,167657,161114,9618,8.1,103.8,4404,94.8
"스웨덴","2014",582.0,60020,2.7,164733,161976,9692,8.0,103.6,4539,92.5
"스웨덴","2015",505.1,51545,4.5,140090,137980,9765,7.4,103.6,4557,90.6
"스웨덴","2016",515.7,51965,2.1,138849,139997,9836,7.0,104.6,4817,89.7
"스웨덴","2017",541.0,53792,2.6,152954,153863,9905,6.7,106.5,4926,93.0
"스웨덴","2018",555.5,54589,2.0,166766,169405,9972,6.4,108.6,4654,89.2
"스웨덴","2019",531.3,51687,1.4,161089,158835,10036,6.8,110.5,4721,94.5
"스웨덴","2020",537.6,51926,-2.8,154297,148940,10099,8.3,111.1,-,94.5
"스웨덴","2021",-,-,-,-,-,10160,-,-,-,-
"스위스","1990",266.0,39608,3.7,63784,69681,6653,2.1,75.7,-,-
"스위스","1991",269.1,39578,-0.9,61517,66485,6719,1.8,80.1,-,-
"스위스","1992",280.2,40748,-0.0,61377,61737,6793,2.8,83.4,-,-
"스위스","1993",272.5,39270,-0.1,58687,56716,6869,3.7,86.1,-,-
"스위스","1994",301.6,43128,1.3,66227,64074,6938,3.9,86.9,-,-
"스위스","1995",353.1,50156,0.5,78040,76985,6996,3.3,88.4,739,-
"스위스","1996",340.5,48145,0.5,76196,74462,7038,3.7,89.1,700,-
"스위스","1997",295.1,41631,2.3,72493,71064,7069,4.2,89.6,789,-
"스위스","1998",303.9,42740,3.1,75431,73877,7092,3.6,89.6,800,-
"스위스","1999",298.5,41786,1.7,76122,75438,7115,3.2,90.3,800,-
"스위스","2000",279.8,38952,4.0,80452,82461,7144,2.7,91.7,1000,47.1
"스위스","2001",287.2,39728,1.6,82077,84086,7179,2.5,92.7,1000,55.1
"스위스","2002",310.2,42579,-0.0,91986,87345,7220,2.9,93.3,1000,61.4
"스위스","2003",363.1,49470,-0.0,104954,100342,7268,4.1,93.8,1000,65.1
"스위스","2004",405.5,54878,2.8,123009,115976,7324,4.3,94.6,1000,67.8
"스위스","2005",420.5,56547,2.9,130905,126544,7387,4.4,95.7,1158,70.1
"스위스","2006",443.8,59301,4.0,147844,141430,7458,4.0,96.7,1252,75.7
"스위스","2007",493.5,65360,4.0,172060,161232,7537,3.7,97.4,1264,77.2
"스위스","2008",570.3,74572,2.8,200334,183192,7623,3.4,99.8,1312,79.2
"스위스","2009",558.2,72083,-2.1,172850,155706,7714,4.1,99.3,934,81.3
"스위스","2010",603.4,77117,3.3,195512,176305,7809,4.8,100.0,1320,83.9
"스위스","2011",722.0,91254,1.9,234866,208280,7907,4.4,100.2,1400,85.2
"스위스","2012",692.1,86548,1.2,312464,295961,8008,4.5,99.5,1450,85.2
"스위스","2013",712.7,88109,1.8,357851,321509,8109,4.8,99.3,1530,86.3
"스위스","2014",734.4,89685,2.4,311203,275742,8206,4.8,99.3,1475,87.4
"스위스","2015",702.1,84776,1.7,289820,253110,8297,4.8,98.2,1475,87.5
"스위스","2016",695.6,83073,2.0,302849,270068,8380,4.9,97.7,1500,89.1
"스위스","2017",704.5,83352,1.6,299559,269796,8456,4.8,98.3,1450,89.7
"스위스","2018",735.9,86430,3.0,310836,279600,8526,4.7,99.2,1500,91.8
"스위스","2019",731.5,85300,1.1,313913,277810,8591,4.4,99.5,1500,93.1
"스위스","2020",748.0,86602,-2.9,319226,291721,8655,4.8,98.8,-,-
"스위스","2021",-,-,-,-,-,8715,-,-,-,-
"영국","1990",1093.2,19095,0.7,182646,215400,57134,7.0,61.1,-,-
"영국","1991",1142.8,19901,-1.1,183638,201857,57291,8.6,65.7,-,-
"영국","1992",1179.7,20487,0.4,190007,212857,57446,9.8,68.7,-,-
"영국","1993",1061.4,18389,2.5,183346,202948,57602,10.4,70.4,-,-
"영국","1994",1140.5,19709,3.8,207174,224185,57763,9.7,72.0,-,-
"영국","1995",1341.6,23124,2.5,242330,261302,57932,8.7,73.9,17604,-
"영국","1996",1415.4,24333,2.5,261122,282525,58114,8.2,76.0,17992,-
"영국","1997",1558.2,26720,5.0,281575,301787,58307,7.1,77.7,18501,-
"영국","1998",1651.6,28239,3.7,270776,306838,58510,6.2,79.1,17315,-
"영국","1999",1682.2,28666,3.3,267751,314861,58716,6.0,80.5,16298,-
"영국","2000",1658.2,28156,3.5,281488,333896,58923,5.6,81.5,15155,26.8
"영국","2001",1638.7,27718,2.7,270939,324926,59124,4.7,82.7,13543,33.5
"영국","2002",1780.1,29983,2.2,278399,337949,59326,5.0,84.0,11667,56.5
"영국","2003",2050.9,34384,3.3,305005,381754,59561,4.8,85.1,13268,64.8
"영국","2004",2412.0,40209,2.3,345504,456569,59873,4.6,86.3,13766,65.6
"영국","2005",2532.8,41933,3.0,380961,488959,60288,4.8,88.1,13239,70.0
"영국","2006",2706.0,44473,2.7,450853,560523,60821,5.4,90.3,13871,68.8
"영국","2007",3093.4,50445,2.4,442478,625864,61455,5.3,92.4,14317,75.1
"영국","2008",2921.4,47267,-0.3,464247,638779,62145,5.6,95.7,13521,78.4
"영국","2009",2412.4,38737,-4.1,353627,484216,62829,7.5,97.6,10079,83.6
"영국","2010",2481.6,39537,2.1,406316,560366,63460,7.8,100.0,9709,85.0
"영국","2011",2659.9,42048,1.3,474160,636190,64022,8.0,103.9,9478,85.4
"영국","2012",2704.0,42449,1.4,467941,638419,64525,7.9,106.5,9579,87.5
"영국","2013",2783.3,43401,2.2,470119,646342,64984,7.5,109.0,11858,89.8
"영국","2014",3065.5,47452,2.9,473968,673186,65423,6.1,110.6,12120,91.6
"영국","2015",2932.8,45039,2.4,427194,609711,65860,5.3,111.0,10907,92.0
"영국","2016",2693.2,41048,1.7,394678,576539,66298,4.8,112.1,7635,94.8
"영국","2017",2662.5,40305,1.7,422275,603489,66727,4.3,114.9,7491,90.4
"영국","2018",2857.3,42993,1.3,453837,644517,67142,4.0,117.6,7268,90.7
"영국","2019",2830.8,42354,1.4,443715,622640,67530,3.7,119.6,7218,92.5
"영국","2020",2707.7,40285,-9.8,381130,543961,67886,-,120.8,-,94.8
"영국","2021",-,-,-,-,-,68207,-,-,-,-
"오세아니아","1990",,,,,,,,,,
"오세아니아","1991",,,,,,,,,,
"오세아니아","1992",,,,,,,,,,
"오세아니아","1993",,,,,,,,,,
"오세아니아","1994",,,,,,,,,,
"오세아니아","1995",,,,,,,,,,
"오세아니아","1996",,,,,,,,,,
"오세아니아","1997",,,,,,,,,,
"오세아니아","1998",,,,,,,,,,
"오세아니아","1999",,,,,,,,,,
"오세아니아","2000",,,,,,,,,,
"오세아니아","2001",,,,,,,,,,
"오세아니아","2002",,,,,,,,,,
"오세아니아","2003",,,,,,,,,,
"오세아니아","2004",,,,,,,,,,
"오세아니아","2005",,,,,,,,,,
"오세아니아","2006",,,,,,,,,,
"오세아니아","2007",,,,,,,,,,
"오세아니아","2008",,,,,,,,,,
"오세아니아","2009",,,,,,,,,,
"오세아니아","2010",,,,,,,,,,
"오세아니아","2011",,,,,,,,,,
"오세아니아","2012",,,,,,,,,,
"오세아니아","2013",,,,,,,,,,
"오세아니아","2014",,,,,,,,,,
"오세아니아","2015",,,,,,,,,,
"오세아니아","2016",,,,,,,,,,
"오세아니아","2017",,,,,,,,,,
"오세아니아","2018",,,,,,,,,,
"오세아니아","2019",,,,,,,,,,
"오세아니아","2020",,,,,,,,,,
"오세아니아","2021",,,,,,,,,,
"오스트레일리아","1990",310.8,18212,3.6,39752,41985,16961,6.9,59.8,-,-
"오스트레일리아","1991",325.3,18822,-0.4,41854,41618,17189,9.6,61.7,-,-
"오스트레일리아","1992",324.9,18570,0.4,42824,43807,17402,10.7,62.3,-,-
"오스트레일리아","1993",311.5,17635,4.0,42723,45577,17603,10.9,63.4,-,-
"오스트레일리아","1994",322.2,18046,4.0,47538,53425,17799,9.7,64.6,-,-
"오스트레일리아","1995",367.2,20320,3.8,52692,61283,17993,8.5,67.6,8460,-
"오스트레일리아","1996",400.3,21861,3.9,60479,65427,18189,8.5,69.4,8415,-
"오스트레일리아","1997",434.6,23469,4.0,62902,65892,18387,8.4,69.6,8831,-
"오스트레일리아","1998",398.9,21319,4.6,55900,64630,18587,7.7,70.2,8941,-
"오스트레일리아","1999",388.6,20533,5.1,56078,65520,18788,6.9,71.2,8172,-
"오스트레일리아","2000",415.2,21679,3.9,63807,71590,18991,6.3,74.4,7129,46.8
"오스트레일리아","2001",378.4,19491,1.9,63318,64310,19195,6.7,77.7,7033,52.7
"오스트레일리아","2002",394.6,20082,4.0,65020,73017,19401,6.4,80.0,7527,-
"오스트레일리아","2003",466.5,23447,3.0,70338,89049,19624,5.9,82.2,7544,-
"오스트레일리아","2004",612.5,30431,4.1,86565,109510,19880,5.4,84.1,7414,-
"오스트레일리아","2005",693.4,33999,3.2,106097,125107,20179,5.0,86.3,7757,63.0
"오스트레일리아","2006",746.1,36045,2.8,123437,139299,20526,4.8,89.4,7881,66.0
"오스트레일리아","2007",853.1,40960,3.8,141358,165366,20916,4.4,91.5,7939,69.5
"오스트레일리아","2008",1054.0,49602,3.7,187257,200332,21332,4.2,95.5,7625,71.7
"오스트레일리아","2009",927.8,42772,1.9,154331,165433,21751,5.6,97.2,5249,74.3
"오스트레일리아","2010",1146.1,52022,2.1,212634,201971,22155,5.2,100.0,7296,76.0
"오스트레일리아","2011",1396.6,62518,2.5,270387,243380,22538,5.1,103.3,6404,79.5
"오스트레일리아","2012",1546.2,68012,3.9,256413,260603,22904,5.2,105.1,4893,79.0
"오스트레일리아","2013",1576.2,68150,2.6,252643,234275,23255,5.7,107.7,4688,83.5
"오스트레일리아","2014",1467.5,62511,2.5,239975,214141,23596,6.1,110.4,4607,84.0
"오스트레일리아","2015",1351.7,56756,2.2,187742,156872,23932,6.1,112.0,4925,84.6
"오스트레일리아","2016",1208.8,49971,2.8,192489,146161,24263,5.7,113.5,5259,86.5
"오스트레일리아","2017",1329.2,54028,2.3,231072,175698,24585,5.6,115.7,5328,86.5
"오스트레일리아","2018",1432.9,57355,2.9,257174,176018,24898,5.3,117.9,5689,-
"오스트레일리아","2019",1396.6,55057,2.2,271006,154043,25203,5.2,119.8,5493,-
"오스트레일리아","2020",1330.9,51812,-0.3,250570,146522,25500,6.5,120.8,-,-
"오스트레일리아","2021",-,-,-,-,-,25788,-,-,-,-
"뉴질랜드","1990",45.5,13663,0.2,9488,9501,3398,8.0,64.7,-,-
"뉴질랜드","1991",42.7,12230,-1.1,9589,8381,3446,10.6,66.4,-,-
"뉴질랜드","1992",41.6,11793,1.1,9824,9202,3503,10.7,67.0,-,-
"뉴질랜드","1993",46.8,13094,6.4,10537,9636,3564,9.8,67.9,-,-
"뉴질랜드","1994",55.3,15280,5.1,12181,11913,3623,8.4,69.1,-,-
"뉴질랜드","1995",63.9,17400,4.7,13738,13958,3675,6.5,71.7,842,-
"뉴질랜드","1996",70.1,18794,3.6,14361,14723,3717,6.3,73.3,808,-
"뉴질랜드","1997",66.1,17474,2.0,14222,14519,3752,6.9,74.2,758,-
"뉴질랜드","1998",56.2,14738,0.8,12027,12496,3784,7.7,75.1,756,-
"뉴질랜드","1999",58.8,15322,5.5,12478,14299,3818,7.0,75.0,775,-
"뉴질랜드","2000",52.6,13641,2.9,13298,13906,3859,6.1,77.0,702,47.4
"뉴질랜드","2001",53.9,13883,3.5,13729,13308,3908,5.4,79.0,826,53.2
"뉴질랜드","2002",66.6,16874,4.7,14383,15047,3963,5.3,81.1,765,59.1
"뉴질랜드","2003",88.3,21914,4.5,16526,18560,4022,4.8,82.6,853,61.0
"뉴질랜드","2004",103.9,25420,4.0,20344,23194,4080,4.0,84.4,885,61.8
"뉴질랜드","2005",114.7,27751,3.3,21728,26233,4135,3.8,87.0,889,62.7
"뉴질랜드","2006",111.5,26655,2.9,22434,26430,4186,3.9,89.9,810,69.0
"뉴질랜드","2007",137.2,32480,3.0,26622,30689,4233,3.7,92.1,845,69.8
"뉴질랜드","2008",133.1,31253,-1.1,30582,34374,4278,4.2,95.7,799,72.0
"뉴질랜드","2009",121.4,28209,-0.1,24921,25568,4323,6.1,97.7,765,79.7
"뉴질랜드","2010",146.5,33677,1.5,31301,30635,4370,6.6,100.0,853,80.5
"뉴질랜드","2011",168.3,38388,2.3,37669,37106,4419,6.5,104.0,844,81.2
"뉴질랜드","2012",176.2,39973,2.2,37301,38253,4468,6.9,105.1,912,81.6
"뉴질랜드","2013",190.9,42977,2.7,39445,39641,4519,5.8,106.3,900,82.8
"뉴질랜드","2014",201.3,44573,3.8,41623,42519,4568,5.4,107.6,859,85.5
"뉴질랜드","2015",178.1,38631,3.7,34354,36550,4615,5.4,107.9,793,88.2
"뉴질랜드","2016",188.9,40080,3.7,33740,36063,4659,5.2,108.6,577,88.5
"뉴질랜드","2017",207.0,42993,3.6,38063,40115,4702,4.7,110.7,657,90.8
"뉴질랜드","2018",212.2,43306,3.2,39673,43790,4743,4.3,112.4,652,-
"뉴질랜드","2019",209.1,41999,1.6,39516,42362,4783,4.1,114.2,667,-
"뉴질랜드","2020",212.5,41792,1.0,38897,37135,4822,4.6,116.2,-,-
"뉴질랜드","2021",-,-,-,-,-,4861,-,-,-,-
"OECD","1990",-,-,-,-,-,1108776,-,-,-,-
"OECD","1991",-,-,-,-,-,1117830,-,-,-,-
"OECD","1992",-,-,-,-,-,1127008,-,-,-,-
"OECD","1993",-,-,-,-,-,1136220,-,-,-,-
"OECD","1994",-,-,-,-,-,1145385,-,-,-,-
"OECD","1995",-,-,-,-,-,1154456,-,-,464869,-
"OECD","1996",-,-,-,-,-,1163389,-,-,454550,-
"OECD","1997",-,-,-,-,-,1172225,-,-,485116,-
"OECD","1998",-,-,-,-,-,1180917,-,-,472038,-
"OECD","1999",-,-,-,-,-,1189639,-,-,466888,-
"OECD","2000",-,-,-,-,-,1198505,-,-,496400,-
"OECD","2001",-,-,-,-,-,1207427,-,-,472588,-
"OECD","2002",-,-,-,-,-,1216328,-,-,484310,-
"OECD","2003",-,-,-,-,-,1225300,-,-,496811,-
"OECD","2004",-,-,-,-,-,1234344,-,-,520430,-
"OECD","2005",-,-,-,-,-,1243441,-,-,508226,-
"OECD","2006",-,-,-,-,-,1252846,-,-,530785,-
"OECD","2007",-,-,-,-,-,1262369,-,-,544716,-
"OECD","2008",-,-,-,-,-,1272023,-,-,528669,-
"OECD","2009",-,-,-,-,-,1281419,-,-,390326,-
"OECD","2010",-,-,-,-,-,1290552,-,-,488906,-
"OECD","2011",-,-,-,-,-,1299491,-,-,513117,-
"OECD","2012",-,-,-,-,-,1307995,-,-,508354,-
"OECD","2013",-,-,-,-,-,1316234,-,-,502143,-
"OECD","2014",-,-,-,-,-,1324447,-,-,511567,-
"OECD","2015",-,-,-,-,-,1332584,-,-,488485,-
"OECD","2016",-,-,-,-,-,1340676,-,-,485500,-
"OECD","2017",-,-,-,-,-,1348646,-,-,503585,-
"OECD","2018",-,-,-,-,-,1356461,-,-,508622,-
"OECD","2019",-,-,-,-,-,1363587,-,-,518057,-
"OECD","2020",-,-,-,-,-,1369960,-,-,-,-
"OECD","2021",-,-,-,-,-,1375490,-,-,-,-
